ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),ÃÖ´ë Ç³¼Ó(m/s),Æò±Õ ÀÌ½½Á¡¿Âµµ(¡ÆC),ÃÖ¼Ò »ó´ë½Àµµ(%),Æò±Õ »ó´ë½Àµµ(%),ÇÕ°è ÀÏÁ¶½Ã°£(hr),Æò±Õ Áö¸é¿Âµµ(¡ÆC),ÃÖÀú ÃÊ»ó¿Âµµ(¡ÆC)
261,ÇØ³²,2016-01-06,2.9,-2.8,7,,5.8,-4,37,61.1,7,1.9,-6.6
261,ÇØ³²,2016-01-07,2.4,.5,5.8,0,5.2,-2.2,42,72.4,.7,1.9,-1
261,ÇØ³²,2016-01-08,1.9,-.7,5.3,0,6.5,-2.9,47,71.3,3.3,1.4,-7.1
261,ÇØ³²,2016-01-09,.4,-4.9,5.6,,4.1,-3.7,51,75.9,2.7,.1,-9.9
261,ÇØ³²,2016-01-10,1.4,-4.2,7.5,,4.4,-3.3,34,73.4,8,2.2,-8.2
261,ÇØ³²,2016-01-11,1.6,-2,5.1,,5.2,-6,44,57.3,6.4,2.1,-6
261,ÇØ³²,2016-01-12,.2,-4.1,3.7,0,5.1,-6.4,49,61,7.6,.7,-7.1
261,ÇØ³²,2016-01-13,.4,-2,2.8,.3,6.6,-4.1,58,71.9,4.1,-.2,-6.5
261,ÇØ³²,2016-01-14,.5,-6.2,5.8,0,6.9,-5.6,39,66.4,7.4,1.4,-11.7
261,ÇØ³²,2016-01-15,.1,-6.7,8.9,,3.2,-4.5,42,74.5,7.2,1.2,-11.6
261,ÇØ³²,2016-01-16,2.1,-5.2,9.8,,4.1,-3,39,72.4,6,3.4,-8.2
261,ÇØ³²,2016-01-17,4,-1.3,8.2,12.1,5.2,.6,59,80,0,2.2,-3.9
261,ÇØ³²,2016-01-18,-.5,-3.9,3.8,.5,9.7,-3.8,60,78.9,1.9,-.4,-6.6
261,ÇØ³²,2016-01-19,-3.9,-5.3,-1.7,1.7,10.1,-6.9,57,79.9,2.9,-1.6,-6.1
261,ÇØ³²,2016-01-20,-3,-4.3,0,0,5,-7.3,61,71.9,7,-.2,-7.4
261,ÇØ³²,2016-01-21,-2.6,-4.8,.6,,5.5,-7.5,57,69.1,2.8,-.8,-7.6
261,ÇØ³²,2016-01-22,-2.2,-4,.6,,7.8,-10.9,31,52.1,7,-1.8,-7.7
261,ÇØ³²,2016-01-23,-5.7,-8.5,-2.9,2.2,7.4,-10,30,72.6,3.8,-2,-8
261,ÇØ³²,2016-01-24,-7.4,-9.8,-5.7,2.7,8,-10.1,55,81.1,.9,-1.8,-4.2
261,ÇØ³²,2016-01-25,-3.3,-5.8,-1.3,.4,6,-5.1,69,87.1,1.1,-1.5,-2.3
261,ÇØ³²,2016-01-26,-1,-4.1,3.6,0,5.3,-3.9,53,82.3,5.5,-1.5,-2.5
261,ÇØ³²,2016-01-27,-.3,-6.7,6.7,,2.1,-3.2,53,82.3,5.7,-1.8,-7.5
261,ÇØ³²,2016-01-28,2.2,-.6,4.5,15.8,3.9,1.2,91,93.6,0,.5,-1.4
261,ÇØ³²,2016-01-29,3,2,5.7,18.4,5.7,2.1,92,94.3,0,2.9,1.3
261,ÇØ³²,2016-01-30,2.7,-.9,7.4,,6.8,.9,76,88.5,3,3.6,-5.3
261,ÇØ³²,2016-01-31,0,-1.5,2.8,,4.2,-4.9,59,69.6,1.7,.1,-5.1
261,ÇØ³²,2016-02-01,-1.8,-3.5,1.5,0,6,-6.4,61,70.9,5.9,-1.2,-5.8
261,ÇØ³²,2016-02-02,-2.1,-4.8,2.5,0,5.4,-7.5,48,66.8,9.7,-.8,-10
261,ÇØ³²,2016-02-03,-1.6,-7.4,5,,5.2,-7.1,43,68.3,9.6,-.2,-12.7
261,ÇØ³²,2016-02-04,-.3,-7.5,6.6,,6.4,-5.9,37,69,7.2,.2,-12.5
261,ÇØ³²,2016-02-05,.5,-3.6,5,,5.8,-4.4,51,70.8,9.1,.7,-8.3
261,ÇØ³²,2016-02-06,-.9,-5.9,2.5,.2,6.1,-5,57,74.6,3.5,-.9,-11.9
261,ÇØ³²,2016-02-07,-.7,-6.1,4.5,,5.2,-6.9,43,64.3,9.8,1.2,-11.3
261,ÇØ³²,2016-02-08,2.1,-8,9.2,,7.6,-4,28,68.1,8.5,1.2,-13.4
261,ÇØ³²,2016-02-09,1.9,-4.8,8.1,,6.4,-5.2,29,63.6,9.9,3.6,-10.8
261,ÇØ³²,2016-02-10,2.9,-6.9,12.8,,4.8,-5.7,13,62.5,9.6,4.2,-11.8
261,ÇØ³²,2016-02-11,11,5.1,14.3,.1,8.6,6.1,60,72.4,4,9.4,2.4
261,ÇØ³²,2016-02-12,14.3,11.3,16.9,13,6.2,13.2,87,93.9,0,11.5,9.3
261,ÇØ³²,2016-02-13,13,5.8,16.8,8.8,8.5,12.1,93,94.5,.5,11.5,5.2
261,ÇØ³²,2016-02-14,.6,-1.8,5.8,.1,9.5,-3.4,62,74.9,.2,1,-2.7
261,ÇØ³²,2016-02-15,-2.1,-4.1,-.1,0,7.5,-5.8,58,76.3,4.3,.2,-7.1
261,ÇØ³²,2016-02-16,1.4,-3.4,6,0,8.5,-4.5,44,65.8,4.9,1.2,-8.9
261,ÇØ³²,2016-02-17,1.1,-4.8,6.3,,5.5,-5.1,37,65.5,10,2.7,-10.3
261,ÇØ³²,2016-02-18,1.6,-6.1,10.7,,6.9,-2.2,32,78.5,9.5,3.2,-11.8
261,ÇØ³²,2016-02-19,4.9,-2.3,11.9,,3.8,-.9,23,72.4,4.6,5.7,-6.5
261,ÇØ³²,2016-02-20,3,-.8,7.5,,6.6,-3.2,33,65.4,8,5.5,-5
261,ÇØ³²,2016-02-21,1,-5,6.4,,5.7,-6.3,36,59.6,8.2,4.4,-9.7
261,ÇØ³²,2016-02-22,2.5,-1.8,6.1,0,3.9,-3.3,33,68.3,0,3,-3.2
261,ÇØ³²,2016-02-23,3.3,-1,8.5,0,5.8,-2.6,43,66.5,7,5.2,-4.1
261,ÇØ³²,2016-02-24,-1,-2.8,2.3,0,6.4,-7.7,48,60.6,6.1,1.3,-6.7
261,ÇØ³²,2016-02-25,-.7,-7.1,6.5,0,6.4,-8.3,16,61.6,10.2,2.7,-11.9
261,ÇØ³²,2016-02-26,2.8,-6.7,9.4,0,5.9,-1.1,55,77.5,3,1.5,-11.6
261,ÇØ³²,2016-02-27,7.6,1.3,13.7,0,7,3.1,33,76.5,7.6,9.2,-3.1
261,ÇØ³²,2016-02-28,7.3,1.2,15.8,1.3,8.5,4.2,54,82,3.6,7.1,-1.9
261,ÇØ³²,2016-02-29,-.9,-3.5,1.9,.6,10.2,-6.3,39,67.4,5.2,1.2,-6.8
261,ÇØ³²,2016-03-01,-.8,-5.8,4.7,,5.9,-7.6,42,61.5,9.4,3.4,-11.5
261,ÇØ³²,2016-03-02,1.2,-8.1,9.9,,5.9,-2.4,43,79.5,10.8,5.4,-12.7
261,ÇØ³²,2016-03-03,8,-4.6,15.9,0,5,4.3,53,79.8,4.2,8.1,-8
261,ÇØ³²,2016-03-04,13.3,10.7,17.8,23.3,5.1,12.1,74,93.1,.1,9.9,7
261,ÇØ³²,2016-03-05,15,12,19.2,36,8.3,13.9,85,93.5,1.3,12.3,9.6
261,ÇØ³²,2016-03-06,9,4,15.8,,4.4,6.6,38,86.8,6.4,11.5,0
261,ÇØ³²,2016-03-07,10.3,2.2,16.5,,5,8.3,72,88,3.9,9.8,-1.7
261,ÇØ³²,2016-03-08,5.4,.1,9.7,20.7,5.4,.5,31,74.5,0,5.6,-1.4
261,ÇØ³²,2016-03-09,1.6,-.2,5.9,3.3,6.4,-5,38,62,7.8,4,-2.5
261,ÇØ³²,2016-03-10,.8,-1.2,4.4,,7,-9.2,24,49.5,8.7,3,-4.2
261,ÇØ³²,2016-03-11,.8,-3.8,4.9,,6.1,-7.8,37,53.1,10.2,2.4,-8
261,ÇØ³²,2016-03-12,2.9,-5.6,9.6,,4.4,-7.8,12,51.1,10.1,5.2,-11.1
261,ÇØ³²,2016-03-13,4.4,.7,7.6,0,5.4,-1.1,38,70.1,0,3.9,-1.4
261,ÇØ³²,2016-03-14,3.8,-1.2,9.4,,6.6,-1,51,71.6,10.6,6.4,-6.4
261,ÇØ³²,2016-03-15,4.3,-5.2,13.4,,4.6,-2.5,25,67,10.4,7.9,-11.1
261,ÇØ³²,2016-03-16,7.6,.8,16.1,,4.6,2.9,45,74.6,6.6,9.8,-3
261,ÇØ³²,2016-03-17,9.9,-1.2,18.9,.9,5.8,3.9,35,71.1,9.2,11.6,-5.4
261,ÇØ³²,2016-03-18,11.9,9.3,15.2,9.5,4.7,10.9,92,93.9,0,11.1,6.6
261,ÇØ³²,2016-03-19,8.6,2.5,14.6,,8.5,5.7,55,83.3,10.6,10,-1.4
261,ÇØ³²,2016-03-20,6.6,-.9,15.5,,4.6,3.4,51,81.6,6.6,10.1,-5.2
261,ÇØ³²,2016-03-21,7.6,0,15.8,,5,3.7,43,79.5,10.3,11.3,-3.7
261,ÇØ³²,2016-03-22,6.7,-1.3,15.4,,5.1,2.4,38,77.5,10.3,11.4,-3.6
261,ÇØ³²,2016-03-23,7.2,3.7,14.1,,6.5,.8,31,66.8,7.6,10.6,-2.3
261,ÇØ³²,2016-03-24,6.1,3,11.7,,7,-1,43,60.8,10.1,9.5,-1.7
261,ÇØ³²,2016-03-25,4.5,-2.9,12.1,,5.9,-1.8,23,69.5,10.8,9.5,-5.8
261,ÇØ³²,2016-03-26,3.8,-2.1,10.3,,6.3,-2.3,28,68.1,7.8,6.9,-6.5
261,ÇØ³²,2016-03-27,4.5,-4.6,13.4,,5.6,-3.3,21,63.9,11.2,9,-7.8
261,ÇØ³²,2016-03-28,6.2,-4.5,16.1,,4.9,1.8,25,76.1,11.1,9.9,-8.6
261,ÇØ³²,2016-03-29,11.2,1.2,15.5,,7.8,7.5,61,78.8,1.2,10.2,-2.5
261,ÇØ³²,2016-03-30,11.5,3.5,21.8,,5.5,7.4,25,79.1,9.2,14.7,.9
261,ÇØ³²,2016-03-31,10.9,3.9,19.9,,5,7.6,43,82.4,4.1,12,1.2
261,ÇØ³²,2016-04-01,11.9,4.9,22.6,,5.9,4.8,18,69.6,9.3,15.7,.9
261,ÇØ³²,2016-04-02,12.8,2.7,19.6,,6.2,9.6,63,82.3,7.6,14.2,-.8
261,ÇØ³²,2016-04-03,13,8.2,16.7,7.5,3.5,12,89,94.3,0,12.2,5.4
261,ÇØ³²,2016-04-04,12.2,10,16,2.2,4.3,10.9,82,92.3,.6,12.6,8.5
261,ÇØ³²,2016-04-05,10.4,4.4,18.1,,4.9,2.7,19,64.9,6.9,12.6,1.6
261,ÇØ³²,2016-04-06,10.5,2.4,17.4,9,9.4,5.2,34,73.3,.7,9.4,-.4
261,ÇØ³²,2016-04-07,12,7.3,14.7,15.4,6.6,10.7,83,92.3,1.7,12.7,5.3
261,ÇØ³²,2016-04-08,12.7,7.1,21.2,,4.4,8.9,33,81.4,8.2,14,5.7
261,ÇØ³²,2016-04-09,13.3,6.2,23.2,,5.4,6.9,24,72.5,10.3,15.9,4.3
261,ÇØ³²,2016-04-10,13.6,3.9,23.9,,4.7,7,21,70.3,10.4,16.2,1.5
261,ÇØ³²,2016-04-11,12.2,8,16.9,,6.8,9.2,69,82.9,9,16.8,5.2
261,ÇØ³²,2016-04-12,12.6,8.5,16.6,0,8.6,8.2,51,75.8,6.2,13.7,6.4
261,ÇØ³²,2016-04-13,16,12.8,18.9,7.4,4.3,14.9,90,93.4,.5,16.7,11
261,ÇØ³²,2016-04-14,13.4,8.3,20.4,,7.4,11.8,71,91,7.9,16.7,7.3
261,ÇØ³²,2016-04-15,13.9,6.4,19.1,,8.7,8,38,70.3,10.8,17.3,6.9
261,ÇØ³²,2016-04-16,15.9,10.4,20.3,43.5,11.6,13.8,56,88.4,0,13.8,7.6
261,ÇØ³²,2016-04-17,11.8,9.2,16,.1,13.8,8.7,59,82.6,6.5,14.1,9
261,ÇØ³²,2016-04-18,12.2,7.9,16.7,0,6.1,8.3,53,79.1,6,13.3,7.3
261,ÇØ³²,2016-04-19,12.4,6,20,,4.6,6.3,17,71.6,11.7,17.2,4.1
261,ÇØ³²,2016-04-20,14,5.1,19.9,.5,6.5,11.1,60,83.6,6.7,16.2,3.4
261,ÇØ³²,2016-04-21,14.4,10.6,18,29,7.3,13.5,93,94.6,0,14.8,12
261,ÇØ³²,2016-04-22,14.3,10.1,21.9,0,5.6,12.7,73,90.8,8.5,17.6,10.4
261,ÇØ³²,2016-04-23,15.2,10.8,20.7,0,5.2,11.6,44,81.4,0,15.4,7.9
261,ÇØ³²,2016-04-24,13.9,6.8,22.6,,5.7,5.6,14,66.1,10,16.5,5.1
261,ÇØ³²,2016-04-25,14.8,6.3,24.8,,5.1,7,23,65.8,12,17.8,3.2
261,ÇØ³²,2016-04-26,14.7,5.5,22.9,6.9,6.4,10.8,33,79.9,7,16.3,2.6
261,ÇØ³²,2016-04-27,13,12.1,15.1,48.8,7.3,12,91,94.1,0,12.5,11.3
261,ÇØ³²,2016-04-28,13.3,8.6,18.7,5.4,4.7,11.8,64,90.9,3.2,15.1,5
261,ÇØ³²,2016-04-29,13.1,6.2,20.9,,4.2,9.5,44,81.4,11,16,3.4
261,ÇØ³²,2016-04-30,14,5.6,22.9,,6.2,5.4,24,62.4,12.4,17.5,1.9
261,ÇØ³²,2016-05-01,16.5,6.2,24.5,,5.5,8.4,20,64.9,11.5,19,3.7
261,ÇØ³²,2016-05-02,18.3,11.6,22.2,17.2,8.9,16.9,86,92,3.4,16.8,8
261,ÇØ³²,2016-05-03,15.2,11.3,20,20.8,11.7,13.1,69,87.9,1.8,15,6.8
261,ÇØ³²,2016-05-04,14.4,6.9,21.7,,7.3,9.3,45,74.9,12.5,16.2,3.4
261,ÇØ³²,2016-05-05,16.3,6.6,23.1,.9,6.9,11.5,34,77,4.3,16.4,2.6
261,ÇØ³²,2016-05-06,17.8,13.7,22.3,.3,7.6,16.6,85,93,.5,19.2,13.5
261,ÇØ³²,2016-05-07,16.2,10.5,22.8,,5.5,7.9,22,62.3,9.7,18.1,7.3
261,ÇØ³²,2016-05-08,16.2,6.2,23.2,0,6,9,36,66,3.1,16.1,2.8
261,ÇØ³²,2016-05-09,15.5,13.5,19.4,2.4,4.8,13.4,64,88.1,0,16.5,13.3
261,ÇØ³²,2016-05-10,13.8,12.3,15.5,19.8,5.1,13,93,94.8,0,14.7,12.2
261,ÇØ³²,2016-05-11,15.5,10.6,22.5,,4.9,12.6,57,84.1,7.4,17.1,7.6
261,ÇØ³²,2016-05-12,16.4,8.4,24.1,,3.9,13.2,53,82.5,13,20.9,5.1
261,ÇØ³²,2016-05-13,16,11.3,21.1,0,7.3,13.3,64,84.8,6.6,19.2,7.3
261,ÇØ³²,2016-05-14,17.5,12.4,22.1,,5.9,13.2,61,77.1,11.6,20.3,7.9
261,ÇØ³²,2016-05-15,19,12.7,25.1,8.1,8.8,17.4,80,91.3,4.4,21.1,12.1
261,ÇØ³²,2016-05-16,14.1,9.1,20.7,5.2,5.5,9.2,40,76,9.7,17.4,4.5
261,ÇØ³²,2016-05-17,16.7,6.6,25.6,,5,11.2,43,73.8,13.2,20.3,3.2
261,ÇØ³²,2016-05-18,19.3,9.3,29.5,,5.3,12.3,22,71.3,12.6,23.2,6.2
261,ÇØ³²,2016-05-19,18.8,12.1,27.1,,5.1,11.1,30,66.5,10.6,23.2,8.1
261,ÇØ³²,2016-05-20,19.4,10,28.5,,6.4,12,33,68.4,12,24,6
261,ÇØ³²,2016-05-21,20.4,12.3,28,,5.4,11.1,27,60.1,10.5,25.2,9.1
261,ÇØ³²,2016-05-22,21,14.8,26.7,,6,10.5,28,54.3,9,25,10.8
261,ÇØ³²,2016-05-23,21.2,15.1,26.3,,6,15.2,48,70.6,10.2,25.8,10.8
261,ÇØ³²,2016-05-24,18,14.5,20.7,27.4,4.7,16.7,79,92.6,.4,18.9,12.3
261,ÇØ³²,2016-05-25,19.2,14.2,25.9,,4.9,16.2,53,84.3,11.3,22.9,11.2
261,ÇØ³²,2016-05-26,20.1,13.7,26.9,0,4.2,15.7,46,78.5,5.8,24.8,10.2
261,ÇØ³²,2016-05-27,21.3,16.9,27.9,1.1,5.1,17.5,57,80.9,4.2,23.2,15.2
261,ÇØ³²,2016-05-28,19.1,16.6,25.1,6.8,3.7,16.6,51,87.1,2.9,21.2,14.8
261,ÇØ³²,2016-05-29,18.9,16.1,24.9,1.6,5.3,16.3,58,86,5.4,22,12.5
261,ÇØ³²,2016-05-30,21.1,14.9,28.1,,4.8,16.4,45,76.8,12.7,26.2,11.7
261,ÇØ³²,2016-05-31,19.9,14.8,25.6,,4.6,14.9,38,76.8,4.4,23.3,11.1
261,ÇØ³²,2016-06-01,21.5,17,27,,5.4,15.5,38,72.4,9.1,26.4,15.4
261,ÇØ³²,2016-06-02,19.5,14.3,25.4,,4.5,15.9,57,81.1,12.1,26.8,10.7
261,ÇØ³²,2016-06-03,20.6,12,27.6,,5,13,40,65.4,8.9,25,8.4
261,ÇØ³²,2016-06-04,17.9,15.4,20.2,11.9,6.5,16.7,86,93,0,18.3,13
261,ÇØ³²,2016-06-05,20.2,14.8,24.6,,4.3,16.8,65,82.1,4.2,22,12.3
261,ÇØ³²,2016-06-06,20.2,18.5,22.5,0,4,17.9,74,87.3,0,20.9,17.8
261,ÇØ³²,2016-06-07,20.4,17.4,23.1,0,2.9,18,70,86.6,1.1,20.7,15
261,ÇØ³²,2016-06-08,20.9,16.8,25.8,0,3.3,17,62,78.8,2.3,26.3,14.5
261,ÇØ³²,2016-06-09,21.8,17.8,28.6,.2,4.3,17.8,53,79.4,5.7,27.6,15.7
261,ÇØ³²,2016-06-10,22.2,19.6,26.7,,5.2,17.7,59,76.3,8.7,27.9,17.4
261,ÇØ³²,2016-06-11,22.7,19.6,27.3,2.6,5.3,19.8,74,83.8,3.6,24.3,17.8
261,ÇØ³²,2016-06-12,23.6,21.5,26.2,.9,4.3,20.8,78,84.6,.2,26.8,20.3
261,ÇØ³²,2016-06-13,22.9,19.6,28.1,,4.8,18.2,58,75.5,9.5,30.6,17.5
261,ÇØ³²,2016-06-14,21.7,17.6,27.2,,4.9,17.3,48,77.1,10.1,29,15.1
261,ÇØ³²,2016-06-15,22.6,18,25.6,.2,7.3,18.9,62,79.8,1.6,25.7,14.8
261,ÇØ³²,2016-06-16,20.8,18,23.4,0,5.2,17.3,65,81,.5,24.8,16.4
261,ÇØ³²,2016-06-17,21.4,15.4,28.3,,4.5,16.5,48,75,12.1,30.6,12.1
261,ÇØ³²,2016-06-18,22.1,16.1,28,.5,6.4,18.2,53,79.3,6.9,28.9,12.9
261,ÇØ³²,2016-06-19,24,21.7,29.2,.3,3.9,20.9,69,83.1,4.1,27.8,21.1
261,ÇØ³²,2016-06-20,22.8,20.6,25.2,17.5,6.1,20.3,83,85.8,.1,23.1,18.7
261,ÇØ³²,2016-06-21,24.1,21.6,29.3,.3,6.2,20.9,71,82.6,3.3,27.7,20.2
261,ÇØ³²,2016-06-22,22.5,21.5,23.6,9.4,7.6,19.9,84,85.3,0,23.9,21.2
261,ÇØ³²,2016-06-23,24.2,21.6,29,0,6.5,20.5,63,80.6,6.2,29.4,21.8
261,ÇØ³²,2016-06-24,22.7,20.6,25.7,54.3,7.3,20,76,85.1,1.5,24.1,19.5
261,ÇØ³²,2016-06-25,22.5,19.6,27.3,,4.9,16,34,69.8,9.1,26.1,17.7
261,ÇØ³²,2016-06-26,23.2,18.7,29.3,,4.7,17.2,41,71.8,11.8,29.3,16.3
261,ÇØ³²,2016-06-27,19.9,16.8,24.3,1,4.4,17,66,84.1,.1,22.2,15.4
261,ÇØ³²,2016-06-28,21.1,18.2,24.3,3.1,4.9,17.4,66,79.8,1,23.3,18.3
261,ÇØ³²,2016-06-29,21.8,19.8,23.9,1.3,4.7,19.1,82,84.9,.5,24.3,19.3
261,ÇØ³²,2016-06-30,23.6,21,27.9,0,4.3,20.6,71,83.4,2,25.6,19.9
261,ÇØ³²,2016-07-01,24.6,22.2,25.8,30.4,9.7,22,84,85.6,0,24.1,22.3
261,ÇØ³²,2016-07-02,22.9,21.5,25.4,27.2,11.9,20.4,83,85.8,0,24,21.6
261,ÇØ³²,2016-07-03,21.5,20.3,23.3,84.7,8.4,19,85,86,0,21.8,20.3
261,ÇØ³²,2016-07-04,25.9,23,28.4,.1,6.3,23.2,83,85.6,0,25.5,22.8
261,ÇØ³²,2016-07-05,27.6,24.8,30.7,.7,8.2,24.4,73,82.9,7,28.6,23.7
261,ÇØ³²,2016-07-06,25.5,24.1,27.9,.7,5.8,22.9,85,85.9,.7,27.6,24.4
261,ÇØ³²,2016-07-07,26.7,23.6,31.8,0,5.8,22.4,56,78.5,10.5,32.6,22.9
261,ÇØ³²,2016-07-08,26.3,22.2,30.5,1,5.5,22.3,63,79.5,9.8,31.3,21.5
261,ÇØ³²,2016-07-09,26.1,21.5,31.9,,4,22.4,61,80.9,8.9,34.5,21
261,ÇØ³²,2016-07-10,24.7,21.4,28,,3.2,21.9,78,84.6,.3,28.7,20.7
261,ÇØ³²,2016-07-11,25,23.1,29.6,0,3.7,21.8,67,82.9,1.2,27.6,23.1
261,ÇØ³²,2016-07-12,23,22,24.4,51,3.6,20.5,84,86,0,24.3,22.6
261,ÇØ³²,2016-07-13,25.4,22.2,30,1,4.4,22.3,73,83.5,3.1,28.6,22
261,ÇØ³²,2016-07-14,24.8,20.4,28.8,,5.7,20.5,60,78.3,8.5,29.7,19.7
261,ÇØ³²,2016-07-15,24.5,20.4,28.2,.2,9.2,19.1,50,72.8,8,31.5,19.9
261,ÇØ³²,2016-07-16,23.4,22.1,26.9,8.2,9.6,20.4,69,83.8,1.6,23.9,21.2
261,ÇØ³²,2016-07-17,24.2,20.1,28.5,,3.9,20.4,64,80,5.9,28.6,19.8
261,ÇØ³²,2016-07-18,24,18.5,30,,2.7,19.6,51,77.9,7.1,29.2,18.6
261,ÇØ³²,2016-07-19,25.5,21.2,29.8,,6,20.8,60,76.3,11.4,33,21.5
261,ÇØ³²,2016-07-20,25.5,22.5,30,,6.5,20,49,72.9,11.1,32.6,21.6
261,ÇØ³²,2016-07-21,25,22.4,29.1,,8,20.1,56,75,10.6,32.8,21.7
261,ÇØ³²,2016-07-22,25.2,22.5,29.2,,6.7,20,58,73.8,11.9,32.2,21.7
261,ÇØ³²,2016-07-23,26.1,22.5,30.7,,6,21.9,66,78.3,13.1,34,21.7
261,ÇØ³²,2016-07-24,27.9,23.9,32.8,,4.2,23.9,66,79.3,10.1,34.3,23.7
261,ÇØ³²,2016-07-25,27.9,23.5,33,,4.3,23,54,76.1,12.1,35,23.7
261,ÇØ³²,2016-07-26,28,23.4,32.9,,4.6,23.8,61,78.8,12.8,37,23.3
261,ÇØ³²,2016-07-27,28.4,24.4,32.5,.2,5.9,25,67,82.5,4.5,31.8,24.5
261,ÇØ³²,2016-07-28,29.6,27.7,33.2,0,5.1,26.2,70,82.1,8.5,35.6,26.9
261,ÇØ³²,2016-07-29,29.5,26,34.5,,4.5,24.8,47,77,10.3,36.8,25.8
261,ÇØ³²,2016-07-30,29.1,25.6,33.8,,3.8,24.6,58,77.9,8.6,38.3,25.7
261,ÇØ³²,2016-07-31,28.9,24.4,34.6,,3.6,23.4,55,74,9.5,35.5,24.5
261,ÇØ³²,2016-08-01,28,22.9,35.7,,4,22.7,43,74.5,11.4,34.4,23.3
261,ÇØ³²,2016-08-02,26.9,22.5,32.5,,2.4,22.4,55,77.9,3.2,33.3,22.9
261,ÇØ³²,2016-08-03,26.8,23.5,32.6,.3,3.9,23.4,65,82.4,1.3,31.1,23.8
261,ÇØ³²,2016-08-04,28.2,23.8,33.3,,5.3,23.4,58,76.6,10.8,35.6,24.2
261,ÇØ³²,2016-08-05,28.1,22.5,33.9,,4.9,22.8,56,74.4,12,37.7,22.9
261,ÇØ³²,2016-08-06,28.3,22.3,34.7,,4.2,22.8,49,73.8,12.3,38.6,22.4
261,ÇØ³²,2016-08-07,28.1,23.5,34.7,,5.2,23.4,56,76.6,8.1,37.9,23.9
261,ÇØ³²,2016-08-08,28.5,22.6,35.8,,4.8,23.1,40,74.3,9.5,37.8,23.1
261,ÇØ³²,2016-08-09,28.7,23.6,34.3,,5.8,23.8,57,76,10.5,38.5,24.1
261,ÇØ³²,2016-08-10,28.8,24.2,35.8,,3.7,24,51,76.4,8.9,37.1,24.5
261,ÇØ³²,2016-08-11,29.4,24.2,37.1,,5.1,23.2,38,72.5,11.6,41,24.8
261,ÇØ³²,2016-08-12,29.2,23.2,36.7,,4.7,22.9,40,71.1,12.4,41.1,23.7
261,ÇØ³²,2016-08-13,29.2,23,36,,4.7,23.3,42,72.8,12.3,41.8,23.6
261,ÇØ³²,2016-08-14,29.1,24.4,34.6,,6,23.9,56,74.9,11.2,40.8,24.7
261,ÇØ³²,2016-08-15,27.8,24.3,33,0,4.8,24.1,61,80.9,5.2,37.4,24.7
261,ÇØ³²,2016-08-16,27.6,23.1,33.5,,4.9,22.1,51,73.4,11.3,40.6,23.4
261,ÇØ³²,2016-08-17,27.2,21.3,33.6,,3.5,22.9,57,78.3,6.7,36.6,22.1
261,ÇØ³²,2016-08-18,28.2,23.2,34.4,,5.4,22.2,47,72,11.8,40.1,23.5
261,ÇØ³²,2016-08-19,29,22.6,35.7,,4.6,23,48,71.9,10.8,42.1,23.2
261,ÇØ³²,2016-08-20,28.2,23.6,34.8,,4.8,22.8,52,74.3,8.2,38.8,24.4
261,ÇØ³²,2016-08-21,28.3,22.6,35.4,.1,4.6,22.3,40,72.3,9.5,39.3,23.2
261,ÇØ³²,2016-08-22,28.3,23.3,34.4,,5.1,23.6,57,76.9,10.6,39.6,24.3
261,ÇØ³²,2016-08-23,28,22.7,33.8,,5.5,22.7,54,74.4,10.2,39.6,22.9
261,ÇØ³²,2016-08-24,27.4,22.2,35.4,,3.9,20.3,26,68.3,10.7,40.7,22.5
261,ÇØ³²,2016-08-25,27.3,19.8,35,,5,20.3,41,68.8,10.5,40.6,19.8
261,ÇØ³²,2016-08-26,24.6,21.5,32.4,4,5.5,21.4,56,82.9,3.2,30.4,21.9
261,ÇØ³²,2016-08-27,22.2,20,26,2.5,5.6,18.1,63,78.4,.2,26.7,20.7
261,ÇØ³²,2016-08-28,20.8,16.9,26,18.2,6.6,15.9,56,74.9,5.3,26.7,18
261,ÇØ³²,2016-08-29,22.4,18.1,27.2,,6.2,14,35,60.9,12.6,30.6,17.2
261,ÇØ³²,2016-08-30,23,19.4,27.1,,11.4,15.5,45,63.5,8.9,27.4,17.6
261,ÇØ³²,2016-08-31,24.4,19.8,29,0,9.1,17.8,35,67.3,10.4,30.3,16.6
261,ÇØ³²,2016-09-01,26.1,23.1,30.7,,6.8,20.8,57,73.4,10.2,33,21.2
261,ÇØ³²,2016-09-02,21.4,19.1,25.6,10.3,5.1,18.7,78,85,.5,25.6,19.1
261,ÇØ³²,2016-09-03,23.9,17.3,30.8,,2.8,19.7,57,78.5,7.5,29.4,16.2
261,ÇØ³²,2016-09-04,25.4,20.7,31,.4,4.1,21.5,60,80,3.6,30.4,20.1
261,ÇØ³²,2016-09-05,25,20.5,30.8,,5,20.4,47,77.3,8.2,32.7,19.6
261,ÇØ³²,2016-09-06,22.4,18.7,26.3,0,3.4,19.5,74,83.9,.5,27.3,17.8
261,ÇØ³²,2016-09-07,23.2,20.4,27.4,.3,3.4,19.8,65,82,.1,27.2,20.5
